;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ
12;2024-10-01;3133204;ITANHOMI;31;MINAS GERAIS;SE;SUDESTE;34801301,27;132528;6843824,68;5143;39614399,23;81241;7330825,61;19171;5765;311;5760;317
2886;2024-10-01;3550803;SÃO SEBASTIÃO DA GRAMA;35;SÃO PAULO;SE;SUDESTE;28040037,48;137261;27782291,79;10708;30624562,7;75782;25920170,58;30772;5558;487;5414;464
4605;2024-10-01;2804300;MURIBECA;28;SERGIPE;NE;NORDESTE;19477668,06;135327;7491590,06;3795;18951331,42;82687;6408954,6;10461;4151;93;4066;89
42;2024-10-01;4107108;DIAMANTE DO NORTE;41;PARANÁ;SU;SUL;17271318,23;81215;10942232,19;6025;17362508,59;45085;15711084,98;18213;3126;193;3044;196
4601;2024-10-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;6146824,6;49371;1617612,49;926;5642256,42;28369;1037515,07;2641;1439;41;1457;33
5115;2024-10-01;2304269;DEPUTADO IRAPUAN PINHEIRO;23;CEARÁ;NE;NORDESTE;19314093,78;109392;5907768,9;5871;18132343,01;75365;5980080,45;17618;3883;114;3802;102
564;2024-10-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;21421325,7;113698;7230973,22;6243;17193840,21;59025;7054246,76;22300;5559;303;5056;259
4592;2024-10-01;3503307;ARARAS;35;SÃO PAULO;SE;SUDESTE;515764438,42;2349712;481141961,67;231262;549444667,76;1437824;422811736,9;712723;84588;7684;82306;7149
2818;2024-10-01;2506103;FAGUNDES;25;PARAÍBA;NE;NORDESTE;19900384,94;170930;2814248,59;2782;19602940,24;118717;2472507,13;12666;5693;140;5649;108
2800;2024-10-01;4302584;BOZANO;43;RIO GRANDE DO SUL;SU;SUL;5512068,17;17580;2214912,11;1067;4084214,0;8350;2204044,01;1855;846;63;739;58
2772;2024-10-01;2414001;TANGARÁ;24;RIO GRANDE DO NORTE;NE;NORDESTE;47000338,42;336648;13658639,04;9121;43508214,55;242441;13017505,44;41281;8538;284;8280;250
5104;2024-10-01;2410306;SERRA CAIADA;24;RIO GRANDE DO NORTE;NE;NORDESTE;21076839,23;157328;10731752,24;6142;19593638,99;103934;7570861,52;23131;4740;174;4682;140
5103;2024-10-01;4123303;SANTA CRUZ DE MONTE CASTELO;41;PARANÁ;SU;SUL;31062811,07;124589;15973475,02;9651;29599797,47;67480;14118981,2;30093;4648;356;4482;334
224;2024-10-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;17935463,3;93336;3264597,38;4041;14719723,12;49870;2559645,39;12700;3847;191;3474;170
5183;2024-10-01;2300408;AIUABA;23;CEARÁ;NE;NORDESTE;28247237,16;215924;2714547,54;4889;26031768,22;157356;2655347,15;14031;6821;159;6532;147
5919;2024-10-01;1508159;URUARÁ;15;PARÁ;NO;NORTE;183577397,77;854175;101643346,11;48670;181673995,22;490057;82263676,55;204816;23780;838;23063;805
279;2024-10-01;3156809;SABINÓPOLIS;31;MINAS GERAIS;SE;SUDESTE;38333776,44;177605;8331590,37;9027;40306354,03;106756;7967734,47;29980;7326;387;7320;340
5966;2024-10-01;2506004;ESPERANÇA;25;PARAÍBA;NE;NORDESTE;88969052,58;537677;51174451,34;27690;88457912,23;374193;48401617,19;88987;16401;1050;16340;925
3140;2024-10-01;2910750;FÁTIMA;29;BAHIA;NE;NORDESTE;47386076,27;248436;9225370,45;7483;44407007,42;167351;10203376,82;22938;8242;267;8030;246
459;2024-10-01;2907558;CATURAMA;29;BAHIA;NE;NORDESTE;10657353,38;63587;928879,75;1258;10047743,21;37198;1012184,62;4905;2745;75;2712;61
3243;2024-10-01;2204550;GUARIBAS;22;PIAUÍ;NE;NORDESTE;12240240,74;69210;1889893,38;1277;10818366,79;41799;1912559,11;3353;2147;72;2099;56
3202;2024-10-01;3165701;SENADOR FIRMINO;31;MINAS GERAIS;SE;SUDESTE;16963964,38;74757;6830456,89;6103;16540958,03;49326;7267524,42;17450;3476;287;3338;270
1792;2024-10-01;2307254;JIJOCA DE JERICOACOARA;23;CEARÁ;NE;NORDESTE;82623825,27;516098;57069338,58;75438;85495472,86;370749;48584245,55;226532;12746;1459;12435;1315
915;2024-10-01;3103108;ANTÔNIO PRADO DE MINAS;31;MINAS GERAIS;SE;SUDESTE;3641360,56;21105;554524,21;524;3320811,22;14841;504561,98;1562;815;41;764;32
5273;2024-10-01;2302404;BOA VIAGEM;23;CEARÁ;NE;NORDESTE;124938941,91;836428;27676951,14;21973;115849397,64;576630;29273453,73;93607;25457;662;24928;603
2377;2024-10-01;1718402;PRESIDENTE KENNEDY;17;TOCANTINS;NO;NORTE;11807635,06;69623;10394252,93;3559;11713471,47;39666;11328100,87;10960;1917;135;1915;96
734;2024-10-01;3165800;SENADOR JOSÉ BENTO;31;MINAS GERAIS;SE;SUDESTE;3352214,36;12397;692773,15;928;3086722,95;7661;667154,36;1204;725;41;686;36
2392;2024-10-01;2702405;DELMIRO GOUVEIA;27;ALAGOAS;NE;NORDESTE;158084410,61;1126793;53871601,98;37479;148294075,23;711297;46655191,51;144008;30463;1165;30410;1044
2379;2024-10-01;2704104;LAGOA DA CANOA;27;ALAGOAS;NE;NORDESTE;50033590,51;269647;8457357,37;5707;46810134,51;170849;5475272,68;18533;9012;185;8688;145
2420;2024-10-01;2913705;INHAMBUPE;29;BAHIA;NE;NORDESTE;103242089,51;668987;52367378,9;25738;108091360,39;401087;50324836,16;90734;18919;791;19047;741
5051;2024-10-01;4315602;RIO GRANDE;43;RIO GRANDE DO SUL;SU;SUL;693886863,57;4376068;516245489,66;313457;656737421,78;2627419;627502762,8;785350;133300;8736;128788;8019
3176;2024-10-01;4321857;TRÊS PALMEIRAS;43;RIO GRANDE DO SUL;SU;SUL;13436526,21;44562;6125936,59;3279;11020558,32;21682;7059751,57;9230;2154;191;1967;185
945;2024-10-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;48518308,68;196537;132269905,33;20867;46015189,64;115540;137846991,87;59521;7205;797;6916;719
2451;2024-10-01;2608057;JATOBÁ;26;PERNAMBUCO;NE;NORDESTE;33712160,23;253838;7136029,54;4878;30788045,88;155657;6160392,81;19065;7413;160;7171;152
2436;2024-10-01;1718501;RECURSOLÂNDIA;17;TOCANTINS;NO;NORTE;12002172,48;69318;2047105,22;1427;11134982,4;40656;3180686,78;4287;1853;55;1814;43
5816;2024-10-01;4321600;TRAMANDAÍ;43;RIO GRANDE DO SUL;SU;SUL;212311421,36;1308382;112580444,33;126457;220319910,54;791054;97046900,11;318874;34448;3411;33791;3098
4227;2024-10-01;3114907;CASA GRANDE;31;MINAS GERAIS;SE;SUDESTE;7694530,6;16470;1124022,71;803;6675374,35;9854;966553,67;1851;1023;58;932;48
3213;2024-10-01;4317251;SANTA TEREZA;43;RIO GRANDE DO SUL;SU;SUL;2972928,48;9388;559772,79;456;2879354,05;5115;830095,28;1339;626;56;520;50
4075;2024-10-01;2100832;APICUM-AÇU;21;MARANHÃO;NE;NORDESTE;41796763,77;335854;5851125,56;5865;38442817,75;226890;6986494,12;22196;8300;159;7931;144
773;2024-10-01;2108009;PASTOS BONS;21;MARANHÃO;NE;NORDESTE;53171818,24;403179;29377319,69;18048;48266168,59;242913;30541503,29;55620;9759;287;9515;288
969;2024-10-01;2918506;JUSSARA;29;BAHIA;NE;NORDESTE;33726026,11;247792;4502550,02;5913;32190467,72;154997;4049184,6;16306;7743;203;7489;178
700;2024-10-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;20720621,58;159260;2108727,25;2964;20046918,16;102788;2567522,21;8477;4052;113;4071;82
763;2024-10-01;3139003;MACHADO;31;MINAS GERAIS;SE;SUDESTE;151031964,11;553550;334038989,96;49637;188966478,02;349318;372863953,39;111749;22143;1941;22186;1757
5036;2024-10-01;2801306;CAPELA;28;SERGIPE;NE;NORDESTE;75427109,57;581685;25390016,04;13051;70271773,78;365423;27069869,46;70963;16736;434;16795;400
963;2024-10-01;3110707;CAMBUQUIRA;31;MINAS GERAIS;SE;SUDESTE;31332422,38;197488;8073455,24;11362;31600420,22;113780;11592920,9;36582;6796;514;6775;512
5827;2024-10-01;3135308;JAPARAÍBA;31;MINAS GERAIS;SE;SUDESTE;11938698,7;50184;2400762,36;2759;12193494,89;27738;3524858,08;10517;2196;188;2023;170
2501;2024-10-01;2926301;RIACHÃO DO JACUÍPE;29;BAHIA;NE;NORDESTE;113072780,89;646604;47507793,28;29479;114507504,25;440677;40101513,93;99388;18130;1064;18191;924
3020;2024-11-01;3549102;SÃO JOÃO DA BOA VISTA;35;SÃO PAULO;SE;SUDESTE;401993798,9;1570498;388890651,36;158068;462128263,5;969960;387818235,89;333815;57006;5714;55571;5357
1852;2024-11-01;4106001;CONGONHINHAS;41;PARANÁ;SU;SUL;18138584,42;109007;5758250,73;5236;17614726,68;60413;4848868,55;15151;4222;226;4133;208
2265;2024-11-01;3139003;MACHADO;31;MINAS GERAIS;SE;SUDESTE;145028181,99;567161;248493945,9;49359;165589412,1;355502;252317721,35;110435;22324;1886;22235;1768
3314;2024-11-01;4321857;TRÊS PALMEIRAS;43;RIO GRANDE DO SUL;SU;SUL;13283512,38;46862;5744241,97;3566;11367760,43;23498;6359052,76;10138;2196;195;2029;194
2787;2024-11-01;2913705;INHAMBUPE;29;BAHIA;NE;NORDESTE;103380294,44;678643;49511956,33;26913;105482636,17;405812;41564644,41;92890;19108;767;19224;725
2530;2024-11-01;1702901;AXIXÁ DO TOCANTINS;17;TOCANTINS;NO;NORTE;40193512,1;251661;4559931,24;5734;39182713,48;164690;5468455,96;26371;6800;160;6789;155
3238;2024-11-01;3170909;VARZELÂNDIA;31;MINAS GERAIS;SE;SUDESTE;46173143,44;327169;8412244,71;9435;43152919,99;197498;8727519,17;38741;10581;379;10127;353
2286;2024-11-01;2702405;DELMIRO GOUVEIA;27;ALAGOAS;NE;NORDESTE;160779078,08;1128451;47312594,04;35095;148886006,92;715176;44801169,19;145511;30748;1131;30576;1032
2857;2024-11-01;2300408;AIUABA;23;CEARÁ;NE;NORDESTE;29475207,63;225742;2371094,91;4948;26908559,97;160748;2518844,36;15509;6900;149;6601;145
2360;2024-11-01;4302584;BOZANO;43;RIO GRANDE DO SUL;SU;SUL;7657461,72;17598;2099882,01;974;5261307,89;8591;1543876,7;1890;853;56;764;56
2869;2024-11-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;5562219,88;25953;969803,72;1863;5160639,66;15340;822761,66;4571;1171;61;1147;61
2952;2024-11-01;1705508;COLINAS DO TOCANTINS;17;TOCANTINS;NO;NORTE;241387604,31;885228;135243282,84;74736;216068584,57;542896;135244698,66;226167;22944;1564;22977;1480
2288;2024-11-01;1600303;MACAPÁ;16;AMAPÁ;NO;NORTE;2116945182,37;16025006;1109062938,75;873813;2054853227,15;11155136;1074563262,13;2400176;338231;14585;333262;13736
5296;2024-11-01;2801306;CAPELA;28;SERGIPE;NE;NORDESTE;76168424,65;594329;22481172,01;13353;71766759,76;374790;30770118,38;72346;16926;425;16962;396
2895;2024-11-01;2106904;MONÇÃO;21;MARANHÃO;NE;NORDESTE;47975128,01;478503;3938262,38;7003;41977963,1;291369;4367008,95;34276;13201;138;12545;136
2923;2024-11-01;3503307;ARARAS;35;SÃO PAULO;SE;SUDESTE;532455828,3;2429066;474069155,41;227641;543500681,96;1477191;400684154,58;702241;85105;7633;82765;7124
2276;2024-11-01;2605509;FERREIROS;26;PERNAMBUCO;NE;NORDESTE;27805615,81;189867;3419758,2;3326;25959853,82;128337;3602441,7;14528;5931;152;5769;133
1897;2024-11-01;4219150;VARGEM;42;SANTA CATARINA;SU;SUL;7617379,62;27551;2790492,06;1675;7081973,29;14338;3065543,29;4053;1234;82;1184;76
5195;2024-11-01;2915908;ITANAGRA;29;BAHIA;NE;NORDESTE;17786479,76;158445;3987516,17;3660;17294687,26;98285;2479575,54;10509;3869;131;3812;119
2233;2024-11-01;2205151;JACOBINA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;11394457,29;71835;4624176,63;4268;10036987,39;44320;3212302,07;13347;2242;81;2171;72
2121;2024-11-01;3515194;ESPÍRITO SANTO DO TURVO;35;SÃO PAULO;SE;SUDESTE;13055083,56;92688;6692515,85;4147;13249850,22;48185;5949388,95;10516;2803;152;2726;127
3154;2024-11-01;3136306;JOÃO PINHEIRO;31;MINAS GERAIS;SE;SUDESTE;188224898,39;942747;220059207,59;74899;198050124,11;561464;182240699,75;199086;29591;2380;29681;2201
3405;2024-11-01;3542503;REGINÓPOLIS;35;SÃO PAULO;SE;SUDESTE;21323051,18;122439;5505252,22;6025;18342661,81;74307;4196143,18;13639;3881;230;3738;215
2122;2024-11-01;1501253;BANNACH;15;PARÁ;NO;NORTE;13655016,91;58561;1897730,73;2580;12415636,62;32971;3332250,55;9888;2028;66;1925;69
2459;2024-11-01;3534807;OURO VERDE;35;SÃO PAULO;SE;SUDESTE;21316606,86;147797;5222742,54;6567;21336241,03;79044;6476410,55;18335;4363;265;4311;249
2565;2024-11-01;2400604;ALMINO AFONSO;24;RIO GRANDE DO NORTE;NE;NORDESTE;14033871,46;102400;2370855,2;2114;12576597,08;67798;2310973,8;6818;2845;79;2679;65
2164;2024-11-01;3553906;TARABAI;35;SÃO PAULO;SE;SUDESTE;20125446,48;128853;16081618,76;11608;20654209,16;72057;12878895,82;15705;4087;271;4051;224
3092;2024-11-01;1702703;AURORA DO TOCANTINS;17;TOCANTINS;NO;NORTE;6968652,01;48385;1149539,22;3074;7067899,73;27909;1170132,28;8435;1605;76;1561;73
3450;2024-11-01;5212501;LUZIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;854737970,7;5365206;504680806,67;299924;877800103,83;3413151;419729027,45;885098;132762;7891;134273;7315
3085;2024-11-01;2926301;RIACHÃO DO JACUÍPE;29;BAHIA;NE;NORDESTE;112320059,26;650532;50273580,94;31230;111092887,52;439002;46951647,14;101573;18274;1060;18276;942
2203;2024-11-01;2608057;JATOBÁ;26;PERNAMBUCO;NE;NORDESTE;33873073,65;259104;7739973,58;4831;30709611,38;157826;6143968,9;18628;7469;162;7222;149
2204;2024-11-01;5207600;FAZENDA NOVA;52;GOIÁS;CO;CENTRO-OESTE;19556140,14;74659;5775570,04;4091;18036736,74;47776;5228951,88;10266;2822;194;2739;185
1905;2024-11-01;4315602;RIO GRANDE;43;RIO GRANDE DO SUL;SU;SUL;711377907,83;4441829;488406457,58;307691;667720752,43;2673753;653676660,25;791353;133738;8647;130231;8052
2033;2024-11-01;2111078;SÃO JOÃO DO SOTER;21;MARANHÃO;NE;NORDESTE;31098628,29;272185;3466829,1;4714;28297315,71;166353;3868240,22;15270;7326;125;7023;109
3472;2024-11-01;2611309;POMBOS;26;PERNAMBUCO;NE;NORDESTE;79648417,58;452518;33395629,68;18051;79731222,61;353449;34971852,91;72434;13575;434;13483;387
3044;2024-11-01;1506112;QUATIPURU;15;PARÁ;NO;NORTE;25093560,95;220571;4680842,73;3906;22589312,14;138942;6129115,31;12255;6059;122;5976;119
3200;2024-11-01;3144409;NATÉRCIA;31;MINAS GERAIS;SE;SUDESTE;11464937,47;36986;11027535,68;2642;10096548,56;23103;21764956,15;6870;2125;129;1963;135
2223;2024-11-01;5106703;PONTE BRANCA;51;MATO GROSSO;CO;CENTRO-OESTE;6618176,79;32656;1398679,59;1531;7315327,83;18926;1069417,85;4392;991;69;981;64
1968;2024-11-01;4311791;MARATÁ;43;RIO GRANDE DO SUL;SU;SUL;5130179,94;19597;3340012,12;2134;5140282,09;12392;3246245,37;4412;1094;138;966;132
2397;2024-11-01;2207405;PALMEIRA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;13380342,23;88353;11310376,25;2842;13230467,65;50645;1963527,44;9099;2913;88;2832;67
1963;2024-11-01;2910750;FÁTIMA;29;BAHIA;NE;NORDESTE;45304731,73;252082;8841550,26;7313;43433592,22;169710;13043993,32;23986;8302;255;8062;240
5093;2024-11-01;2210201;SÃO JOSÉ DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;10861050,83;88297;1199482,57;1310;10485077,11;52568;1461922,53;7416;3063;55;2976;52
2393;2024-11-01;2701100;BRANQUINHA;27;ALAGOAS;NE;NORDESTE;20750769,12;179434;1540876,07;1927;19497422,91;110532;1633678,87;7852;5289;73;5237;66
2676;2024-11-01;2108009;PASTOS BONS;21;MARANHÃO;NE;NORDESTE;50274665,31;403948;21863876,91;18367;46561478,88;241474;22646954,77;56520;9793;269;9560;279
1950;2024-11-01;4311734;MAMPITUBA;43;RIO GRANDE DO SUL;SU;SUL;6687663,5;26747;1722765,01;1357;6520532,12;14702;1035160,33;4658;1278;62;1194;56
3029;2024-11-01;2307254;JIJOCA DE JERICOACOARA;23;CEARÁ;NE;NORDESTE;86535697,95;539750;58858585,68;78079;88690669,61;386298;48689511,56;235947;12881;1458;12532;1297
2639;2024-11-01;2203503;ELESBÃO VELOSO;22;PIAUÍ;NE;NORDESTE;27899235,67;236163;4386506,51;4087;26504900,89;143138;5191361,19;24538;7030;177;6863;153
3236;2024-11-01;5214838;NOVA CRIXÁS;52;GOIÁS;CO;CENTRO-OESTE;65722534,75;219069;27041763,49;18091;62186148,07;140526;24906053,54;61320;6632;581;6757;519
5130;2024-11-01;2702603;FEIRA GRANDE;27;ALAGOAS;NE;NORDESTE;52881834,97;297933;16060031,53;4990;48202898,79;198694;8466035,61;14820;10529;176;9975;162
4939;2024-11-01;2302404;BOA VIAGEM;23;CEARÁ;NE;NORDESTE;126409478,12;852391;26372161,64;22294;116589089,3;584558;30100881,83;96607;25811;657;25209;617
572;2024-11-01;3103108;ANTÔNIO PRADO DE MINAS;31;MINAS GERAIS;SE;SUDESTE;3552424,22;20667;253381,25;479;3232788,57;14031;218261,66;1272;814;38;770;26
5825;2024-11-01;3509106;CAIUÁ;35;SÃO PAULO;SE;SUDESTE;12178634,63;65948;1183515,44;2714;11483845,55;33672;1373134,0;6309;2142;80;2089;71
4223;2024-11-01;2203420;DOMINGOS MOURÃO;22;PIAUÍ;NE;NORDESTE;8228571,79;61201;472988,81;1004;7659499,82;38323;473274,9;3622;2029;40;1974;34
685;2024-11-01;2411205;SANTA CRUZ;24;RIO GRANDE DO NORTE;NE;NORDESTE;133392601,13;871703;37693263,19;48841;124967567,2;620993;34167225,77;162277;23024;1011;22589;933
690;2024-11-01;4200705;ALFREDO WAGNER;42;SANTA CATARINA;SU;SUL;28616463,2;90351;13271343,3;11826;25632370,8;54943;13411316,01;30353;4807;568;4500;532
4772;2024-11-01;2703205;IGREJA NOVA;27;ALAGOAS;NE;NORDESTE;46909570,88;319642;4238360,05;2860;41242518,51;192633;5827228,87;10925;11224;123;10849;113
4775;2024-11-01;2106003;LIMA CAMPOS;21;MARANHÃO;NE;NORDESTE;30028490,7;235437;8318141,72;8224;27862267,28;158408;8001343,7;27701;6482;223;6278;208
4186;2024-11-01;3524204;JABORANDI;35;SÃO PAULO;SE;SUDESTE;20849783,84;107244;4372952,65;6575;19293259,79;61643;4945375,31;16518;3788;238;3659;215
5776;2024-11-01;3301157;CARDOSO MOREIRA;33;RIO DE JANEIRO;SE;SUDESTE;32259471,83;215193;34384791,68;9129;31578623,72;134961;23958165,55;31455;7192;413;7036;395
4182;2024-11-01;4123303;SANTA CRUZ DE MONTE CASTELO;41;PARANÁ;SU;SUL;31336645,08;126586;14720746,45;9041;30003434,46;68997;14229040,61;29291;4686;361;4511;318
765;2024-11-01;3515806;FLORA RICA;35;SÃO PAULO;SE;SUDESTE;4655799,12;28772;621317,16;548;4343833,6;14535;645621,43;1634;880;26;855;27
4157;2024-11-01;2615904;TUPARETAMA;26;PERNAMBUCO;NE;NORDESTE;27964892,51;153044;4828739,69;3861;25128647,99;98500;4867274,41;15222;4829;144;4655;130
5762;2024-11-01;3148707;PEDRA AZUL;31;MINAS GERAIS;SE;SUDESTE;60378074,8;447175;18788972,17;15546;56866272,04;282876;20921933,5;77770;12923;528;12853;481
4295;2024-11-01;3165701;SENADOR FIRMINO;31;MINAS GERAIS;SE;SUDESTE;18160498,63;77531;6799076,21;5935;17359103,38;50361;7888771,36;17036;3511;284;3375;274
1790;2024-11-01;2200277;ALEGRETE DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;16678596,73;101185;1407635,83;2599;15285983,73;65322;1547107,72;5887;2586;67;2562;60
925;2024-11-01;3518107;GUARANTÃ;35;SÃO PAULO;SE;SUDESTE;19898471,02;137435;5945449,16;6532;18366161,69;76244;6205668,51;21835;4051;201;3878;198
928;2024-11-01;2205540;LAGOINHA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;5997867,29;50409;3450568,12;563;6309757,13;31080;1682040,92;3151;1332;25;1315;18
943;2024-11-01;3169406;TRÊS PONTAS;31;MINAS GERAIS;SE;SUDESTE;260681133,33;899149;227690304,17;67305;250161941,11;565535;272175034,19;180513;32226;2513;32095;2389
4807;2024-11-01;4315149;PRESIDENTE LUCENA;43;RIO GRANDE DO SUL;SU;SUL;7098633,91;30705;9404773,17;3635;7280181,4;16850;10806492,81;11840;1577;217;1366;196
5720;2024-11-01;2920601;MARAGOGIPE;29;BAHIA;NE;NORDESTE;102172165,03;816235;9295100,49;11898;98992781,51;580434;8573987,65;39611;21332;417;21161;397
1003;2024-11-01;4204194;CHAPADÃO DO LAGEADO;42;SANTA CATARINA;SU;SUL;7909806,81;24255;1643500,59;2402;5875110,06;11616;1509651,79;6815;1277;91;1135;85
1024;2024-11-01;5201405;APARECIDA DE GOIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;2683313375,17;14875501;3001506185,03;1262893;2870243622,31;10042311;2691645944,18;3162071;373317;29620;377956;27355
5699;2024-11-01;2100832;APICUM-AÇU;21;MARANHÃO;NE;NORDESTE;40557951,59;339029;5017513,43;6117;37453924,48;226773;6141582,22;22378;8354;140;7950;138
1105;2024-11-01;3519055;HOLAMBRA;35;SÃO PAULO;SE;SUDESTE;119945014,56;291352;189957817,55;42083;111721834,56;164885;181063831,17;94457;10667;1440;10321;1357
4033;2024-11-01;1718501;RECURSOLÂNDIA;17;TOCANTINS;NO;NORTE;11318023,27;67540;2022068,43;1363;10530372,0;38391;2964047,85;4066;1857;50;1836;41
1123;2024-11-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;48038918,74;195156;90976024,86;18797;45769307,5;115236;100709950,74;55787;7207;760;6891;710
4015;2024-11-01;2903003;BARRA DO MENDES;29;BAHIA;NE;NORDESTE;26313089,66;190955;4222991,3;4340;25335286,09;117779;4410476,48;20480;6890;206;6627;188
3984;2024-11-01;2511707;PILÕEZINHOS;25;PARAÍBA;NE;NORDESTE;9356886,23;65306;555090,93;1171;8744193,83;47315;508640,9;3283;2270;39;2224;35
905;2024-11-01;5106182;NOVA LACERDA;51;MATO GROSSO;CO;CENTRO-OESTE;29009637,05;93306;17461623,3;7791;27980895,08;54357;14886791,55;22696;3407;247;3258;233
502;2024-11-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;17047489,46;95824;3683760,98;4063;13114861,19;51100;2942620,77;13382;3918;186;3539;162
4331;2024-11-01;4317251;SANTA TEREZA;43;RIO GRANDE DO SUL;SU;SUL;3006272,15;9569;973100,43;434;2808188,0;5428;504638,26;1416;628;55;540;53
433;2024-11-01;2506103;FAGUNDES;25;PARAÍBA;NE;NORDESTE;20281270,49;172571;2375410,89;2740;19734004,99;119109;2211536,9;13256;5783;125;5760;108
5997;2024-11-01;1701002;ANANÁS;17;TOCANTINS;NO;NORTE;40903035,26;259992;8083675,92;9604;38262984,61;159782;8926946,07;28128;6546;287;6379;266
4646;2024-11-01;5220702;SÍTIO D'ABADIA;52;GOIÁS;CO;CENTRO-OESTE;6459880,75;35536;1308368,84;1039;6137880,29;20632;840108,45;3974;1305;43;1247;36
2;2024-11-01;2907558;CATURAMA;29;BAHIA;NE;NORDESTE;10878560,97;65532;1020296,07;1472;10239267,84;37106;839365,11;4874;2795;68;2703;61
4625;2024-11-01;4120309;PORTO VITÓRIA;41;PARANÁ;SU;SUL;7098643,77;45972;3112501,37;3047;8872584,6;24056;2950202,61;6372;1881;128;1830;124
4618;2024-11-01;4100400;ALMIRANTE TAMANDARÉ;41;PARANÁ;SU;SUL;400052915,01;2751579;250954556,06;183384;433402728,2;1588896;226410003,88;379802;75567;5092;75913;4819
5989;2024-11-01;2612406;SANHARÓ;26;PERNAMBUCO;NE;NORDESTE;43057745,29;286105;8750728,32;9169;41257827,66;183932;6801539,2;38215;9367;277;9183;243
21;2024-11-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;21911860,01;116100;7525809,22;6054;17970047,57;59945;6666626,2;21832;5604;286;5138;261
45;2024-11-01;4306353;DEZESSEIS DE NOVEMBRO;43;RIO GRANDE DO SUL;SU;SUL;4477933,24;21687;2599080,53;871;4095851,52;11205;2615011,39;2779;1110;51;1028;53
77;2024-11-01;3156809;SABINÓPOLIS;31;MINAS GERAIS;SE;SUDESTE;38936929,39;180968;9142876,51;9132;42072032,49;106299;8676524,97;30772;7419;346;7399;334
86;2024-11-01;3165800;SENADOR JOSÉ BENTO;31;MINAS GERAIS;SE;SUDESTE;3429643,32;12948;566937,14;830;3323710,51;8080;647938,27;1107;760;40;711;37
92;2024-11-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;21663322,17;162112;1982934,28;2682;19586332,97;103210;2466448,31;8495;4120;83;4076;77
4511;2024-11-01;3135001;JAGUARAÇU;31;MINAS GERAIS;SE;SUDESTE;8455788,28;53438;34663947,27;3462;8303798,39;32686;25125224,72;8057;1717;105;1678;96
109;2024-11-01;4107108;DIAMANTE DO NORTE;41;PARANÁ;SU;SUL;17220997,18;84964;8104755,37;5551;17177740,96;47527;10926894,19;17424;3168;199;3060;200
4509;2024-11-01;2804300;MURIBECA;28;SERGIPE;NE;NORDESTE;19636974,77;136742;6783620,5;4056;18611453,53;84742;6498413,64;11660;4202;91;4099;88
4489;2024-11-01;2304269;DEPUTADO IRAPUAN PINHEIRO;23;CEARÁ;NE;NORDESTE;18344222,31;110637;6335847,81;6958;17482233,74;75201;7043472,27;19270;4008;97;3918;94
4481;2024-11-01;2202778;COLÔNIA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;13881698,03;103755;1316205,08;2156;13783012,49;61703;1141814,54;6717;3158;74;3206;67
238;2024-11-01;3520608;INDIANA;35;SÃO PAULO;SE;SUDESTE;17496840,9;82280;7572564,16;5885;16835338,16;49918;6255195,02;12968;2937;234;2844;218
5916;2024-11-01;4100301;AGUDOS DO SUL;41;PARANÁ;SU;SUL;28871336,07;141798;33588526,73;15501;28768468,58;79433;28674565,95;35964;4773;426;4722;427
5915;2024-11-01;3501806;AMÉRICO DE CAMPOS;35;SÃO PAULO;SE;SUDESTE;73102245,89;86191;5208386,06;6467;50167071,51;50243;5495091,02;14783;3335;220;3166;211
4711;2024-11-01;5219704;SANTA TEREZINHA DE GOIÁS;52;GOIÁS;CO;CENTRO-OESTE;54882866,83;165859;20996967,43;14385;51960181,63;108145;15489829,99;46179;5397;393;5423;371
5908;2024-11-01;4321600;TRAMANDAÍ;43;RIO GRANDE DO SUL;SU;SUL;216313059,84;1347953;120618533,96;131218;224977791,74;826284;111191672,57;353781;34702;3355;34163;3117
